Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Male,White,59,50s,HS-grad,Private,Tech-support,Divorced,Unmarried,>50K
Male,White,36,30s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,30,30s,HS-grad,Private,Sales,Divorced,Unmarried,<=50K
Male,White,27,20s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,30,30s,Bachelors,Private,Other-service,Never-married,Not-in-family,<=50K
Female,Black,47,40s,Associate,Private,Sales,Divorced,Unmarried,<=50K
Male,White,39,30s,HS-grad,Private,Sales,Married,Husband,>50K
Male,Asian-Pac-Islander,31,30s,HS-grad,Private,Adm-clerical,Married,Husband,<=50K
Female,White,44,40s,Associate,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,37,30s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,28,20s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Male,White,38,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,26,20s,HS-grad,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,White,44,40s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Female,Amer-Indian-Eskimo,53,50s,HS-grad,State-gov,Other-service,Married,Wife,>50K
Male,White,31,30s,Some-college,Private,Exec-managerial,Married,Own-child,<=50K
Female,White,18,<20,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,43,40s,HS-grad,Self-emp-inc,Farming-fishing,Married,Husband,<=50K
Male,White,30,30s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,19,<20,HS-grad,State-gov,Adm-clerical,Never-married,Own-child,<=50K
Male,White,36,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,25,20s,Masters,Private,Prof-specialty,Never-married,Own-child,<=50K
Male,White,36,30s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,22,20s,Some-college,Private,Other-service,Never-married,Unmarried,<=50K
Male,White,42,40s,Bachelors,Federal-gov,Prof-specialty,Married,Husband,<=50K
Female,White,33,30s,Some-college,State-gov,Tech-support,Never-married,Not-in-family,<=50K
Male,White,38,30s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,33,30s,HS-grad,State-gov,Other-service,Married,Husband,<=50K
Male,Black,52,50s,HS-grad,Self-emp-not-inc,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,30,30s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,18,<20,Some-college,State-gov,Adm-clerical,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,24,20s,Some-college,State-gov,Other-service,Married,Husband,<=50K
Male,White,17,<20,<HS,Private,Other-service,Never-married,Other-relative,<=50K
Female,White,48,40s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,46,40s,Some-college,Local-gov,Tech-support,Divorced,Not-in-family,<=50K
Male,White,55,50s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,>50K
Female,White,28,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Female,White,33,30s,HS-grad,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,44,40s,HS-grad,Private,Sales,Married,Husband,<=50K
Female,White,43,40s,HS-grad,Private,Exec-managerial,Divorced,Unmarried,<=50K
Female,White,42,40s,Some-college,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Female,Black,39,30s,Associate,Private,Exec-managerial,Divorced,Unmarried,<=50K
Male,White,23,20s,<HS,Private,Handlers-cleaners,Never-married,Unmarried,<=50K
Female,White,20,20s,Some-college,State-gov,Other-service,Never-married,Own-child,<=50K
Male,White,29,20s,Some-college,Private,Craft-repair,Divorced,Unmarried,>50K
Male,White,54,50s,Some-college,Self-emp-not-inc,Sales,Married,Husband,<=50K
Female,White,34,30s,Associate,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,30,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,59,50s,<HS,Private,Sales,Married,Husband,<=50K
Female,White,40,40s,<HS,Private,Farming-fishing,Divorced,Unmarried,<=50K
Male,White,37,30s,HS-grad,Private,Craft-repair,Separated,Own-child,<=50K
Male,White,45,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,49,40s,Some-college,Local-gov,Protective-serv,Married,Husband,>50K
Male,White,49,40s,Associate,Self-emp-not-inc,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,30,30s,HS-grad,Federal-gov,Adm-clerical,Married,Husband,>50K
Female,Black,56,50s,Some-college,Federal-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,29,20s,Some-college,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,33,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,25,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,28,20s,Associate,Private,Tech-support,Married,Husband,>50K
Male,White,23,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Female,White,39,30s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Wife,<=50K
Male,White,37,30s,Bachelors,Self-emp-not-inc,Tech-support,Married,Husband,>50K
Female,White,39,30s,Masters,Private,Prof-specialty,Never-married,Not-in-family,>50K
Male,White,32,30s,Bachelors,Federal-gov,Adm-clerical,Married,Husband,>50K
Female,White,26,20s,Bachelors,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,57,50s,Some-college,Federal-gov,Adm-clerical,Divorced,Own-child,<=50K
Male,White,36,30s,<HS,Private,Sales,Married,Own-child,>50K
Male,White,30,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,27,20s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,21,20s,Some-college,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,22,20s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,43,40s,HS-grad,Local-gov,Craft-repair,Married,Husband,<=50K
Male,White,20,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,30,30s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,White,57,50s,Masters,Private,Tech-support,Married,Husband,>50K
Female,White,42,40s,Associate,Private,Prof-specialty,Separated,Unmarried,<=50K
Female,White,29,20s,Associate,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,44,40s,HS-grad,Local-gov,Protective-serv,Married,Husband,>50K
Female,White,28,20s,Associate,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,42,40s,HS-grad,Private,Handlers-cleaners,Married,Husband,>50K
Male,White,26,20s,Bachelors,Private,Other-service,Never-married,Own-child,<=50K
Female,White,29,20s,Some-college,Private,Prof-specialty,Divorced,Own-child,<=50K
Male,White,42,40s,Bachelors,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,30,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Female,White,21,20s,Some-college,State-gov,Other-service,Never-married,Own-child,<=50K
Male,White,59,50s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,White,56,50s,HS-grad,Private,Transport-moving,Divorced,Not-in-family,<=50K
Female,White,39,30s,<HS,Private,Other-service,Never-married,Not-in-family,<=50K
Male,Black,21,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,48,40s,Bachelors,Private,Prof-specialty,Married,Not-in-family,>50K
Male,Black,35,30s,HS-grad,State-gov,Protective-serv,Married,Husband,<=50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Separated,Unmarried,>50K
Female,White,23,20s,Associate,Private,Other-service,Never-married,Own-child,<=50K
Male,Asian-Pac-Islander,41,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,35,30s,Masters,Self-emp-inc,Adm-clerical,Married,Husband,<=50K
Male,White,22,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Female,White,53,50s,HS-grad,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,42,40s,Some-college,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Female,Black,36,30s,HS-grad,Private,Adm-clerical,Separated,Unmarried,<=50K
Male,White,44,40s,Bachelors,Local-gov,Prof-specialty,Married,Husband,<=50K
Female,White,27,20s,Bachelors,Private,Adm-clerical,Married,Wife,>50K
Male,White,39,30s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,59,50s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,34,30s,Some-college,Local-gov,Other-service,Never-married,Not-in-family,<=50K
Female,White,17,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Male,White,31,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,59,50s,Some-college,Private,Exec-managerial,Married,Husband,<=50K
Female,Amer-Indian-Eskimo,39,30s,Some-college,Private,Adm-clerical,Married,Unmarried,<=50K
Male,Black,46,40s,Bachelors,State-gov,Prof-specialty,Married,Husband,>50K
Female,White,31,30s,HS-grad,Private,Other-service,Married,Not-in-family,<=50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,46,40s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,55,50s,Bachelors,Private,Adm-clerical,Married,Husband,>50K
Male,White,48,40s,Bachelors,Private,Handlers-cleaners,Divorced,Not-in-family,<=50K
Female,White,53,50s,HS-grad,Private,Sales,Married,Wife,<=50K
Male,Asian-Pac-Islander,44,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,43,40s,Some-college,Private,Transport-moving,Married,Husband,<=50K
Female,White,50,50s,HS-grad,Private,Adm-clerical,Separated,Other-relative,<=50K
Female,White,56,50s,<HS,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,White,27,20s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Female,Black,20,20s,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,White,18,<20,<HS,Local-gov,Protective-serv,Never-married,Own-child,<=50K
Female,White,38,30s,Some-college,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,40,40s,Bachelors,Self-emp-inc,Craft-repair,Married,Husband,<=50K
Male,White,55,50s,Some-college,Private,Protective-serv,Divorced,Not-in-family,<=50K
Female,Black,35,30s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Wife,>50K
Male,White,26,20s,HS-grad,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,White,54,50s,Bachelors,State-gov,Exec-managerial,Married,Husband,>50K
Male,White,22,20s,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,Black,52,50s,HS-grad,Local-gov,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,33,30s,<HS,Private,Handlers-cleaners,Separated,Not-in-family,<=50K
Male,White,42,40s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,19,<20,HS-grad,Without-pay,Farming-fishing,Never-married,Own-child,<=50K
Male,White,45,40s,Some-college,Private,Craft-repair,Divorced,Unmarried,<=50K
Male,White,25,20s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Male,Asian-Pac-Islander,90,80s+,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,Black,33,30s,HS-grad,Private,Sales,Never-married,Own-child,<=50K
Male,White,45,40s,Some-college,Private,Protective-serv,Divorced,Not-in-family,<=50K
Male,Black,47,40s,HS-grad,Private,Sales,Married,Husband,>50K
Male,White,38,30s,Masters,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,37,30s,HS-grad,Private,Farming-fishing,Married,Husband,<=50K
Male,White,53,50s,Masters,State-gov,Exec-managerial,Married,Husband,>50K
Male,White,56,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,Black,44,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,50,50s,Some-college,Private,Tech-support,Divorced,Not-in-family,<=50K
Male,Black,26,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,36,30s,Some-college,Private,Tech-support,Never-married,Not-in-family,<=50K
Female,White,37,30s,<HS,Private,Handlers-cleaners,Divorced,Not-in-family,<=50K
Female,White,32,30s,Bachelors,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,38,30s,Associate,Self-emp-not-inc,Sales,Married,Husband,<=50K
Female,White,62,60s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,46,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,37,30s,HS-grad,Private,Farming-fishing,Married,Husband,<=50K
Female,White,27,20s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,38,30s,Associate,Private,Adm-clerical,Married,Husband,<=50K
Female,Black,35,30s,<HS,Private,Sales,Never-married,Not-in-family,<=50K
Female,Amer-Indian-Eskimo,34,30s,Bachelors,Private,Exec-managerial,Never-married,Own-child,<=50K
Male,Black,50,50s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,34,30s,Some-college,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Female,White,19,<20,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,23,20s,HS-grad,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,50,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,17,<20,<HS,Private,Other-service,Never-married,Own-child,<=50K
Female,White,25,20s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,21,20s,Some-college,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,50,50s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Female,White,17,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Female,White,63,60s,HS-grad,Private,Adm-clerical,Widowed,Not-in-family,<=50K
Male,White,31,30s,Masters,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,45,40s,HS-grad,Private,Transport-moving,Divorced,Not-in-family,<=50K
Male,White,25,20s,HS-grad,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Male,White,20,20s,<HS,Private,Farming-fishing,Never-married,Own-child,<=50K
Female,White,31,30s,Some-college,Private,Sales,Never-married,Other-relative,<=50K
Male,White,42,40s,Doctorate,Private,Prof-specialty,Married,Husband,<=50K
Male,White,56,50s,Some-college,Private,Craft-repair,Married,Husband,>50K
Female,White,47,40s,HS-grad,Private,Farming-fishing,Never-married,Unmarried,<=50K
Female,White,69,60s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Female,White,42,40s,Bachelors,Private,Prof-specialty,Married,Wife,<=50K
Female,Other,19,<20,HS-grad,Private,Handlers-cleaners,Never-married,Other-relative,<=50K
Male,White,56,50s,Some-college,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Female,White,61,60s,Masters,Federal-gov,Prof-specialty,Widowed,Unmarried,<=50K
Female,White,38,30s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,39,30s,Some-college,Private,Exec-managerial,Divorced,Not-in-family,>50K
Male,White,35,30s,HS-grad,Self-emp-not-inc,Transport-moving,Married,Husband,<=50K
Female,White,27,20s,Some-college,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,40,40s,Some-college,Self-emp-inc,Farming-fishing,Married,Husband,>50K
Male,White,59,50s,Doctorate,State-gov,Prof-specialty,Married,Husband,>50K
Male,White,42,40s,HS-grad,Federal-gov,Tech-support,Married,Husband,>50K
Male,White,59,50s,Some-college,Private,Adm-clerical,Separated,Unmarried,<=50K
Male,White,54,50s,Doctorate,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,53,50s,Bachelors,Private,Sales,Married,Husband,<=50K
Female,White,20,20s,Some-college,Private,Exec-managerial,Never-married,Own-child,<=50K
Male,White,54,50s,Some-college,Federal-gov,Exec-managerial,Married,Husband,>50K
Male,Asian-Pac-Islander,41,40s,Masters,Self-emp-not-inc,Exec-managerial,Never-married,Not-in-family,>50K
Female,White,33,30s,HS-grad,Local-gov,Tech-support,Divorced,Not-in-family,<=50K
Female,White,35,30s,HS-grad,Private,Exec-managerial,Widowed,Unmarried,<=50K
Male,White,22,20s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,29,20s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,23,20s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,30,30s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,17,<20,<HS,Private,Priv-house-serv,Never-married,Own-child,<=50K
Female,Amer-Indian-Eskimo,35,30s,Some-college,Local-gov,Adm-clerical,Separated,Unmarried,<=50K
Female,White,25,20s,<HS,Private,Priv-house-serv,Never-married,Not-in-family,<=50K
Male,White,42,40s,Associate,State-gov,Protective-serv,Married,Husband,>50K
Male,Black,42,40s,HS-grad,Private,Other-service,Never-married,Other-relative,<=50K
Male,White,19,<20,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,32,30s,Associate,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,44,40s,Some-college,Private,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,53,50s,Some-college,Private,Craft-repair,Married,Husband,>50K
Female,Asian-Pac-Islander,47,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Widowed,Unmarried,<=50K
Male,White,24,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,Black,30,30s,Some-college,State-gov,Prof-specialty,Married,Wife,>50K
Female,White,42,40s,HS-grad,Private,Sales,Separated,Unmarried,<=50K
Female,Black,19,<20,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Male,White,37,30s,<HS,Self-emp-not-inc,Farming-fishing,Never-married,Own-child,<=50K
Male,White,26,20s,<HS,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,52,50s,Some-college,Private,Sales,Married,Husband,<=50K
Male,White,50,50s,HS-grad,Local-gov,Transport-moving,Married,Husband,<=50K
Male,White,32,30s,HS-grad,Private,Handlers-cleaners,Married,Other-relative,<=50K
Male,White,37,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,47,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,47,40s,Some-college,Private,Handlers-cleaners,Married,Husband,<=50K
Female,White,28,20s,Bachelors,Private,Exec-managerial,Married,Wife,>50K
Female,Asian-Pac-Islander,27,20s,Bachelors,Private,Exec-managerial,Married,Wife,<=50K
Male,Black,61,60s,HS-grad,Self-emp-not-inc,Transport-moving,Married,Husband,<=50K
Male,White,47,40s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Female,Black,30,30s,Associate,Private,Machine-op-inspct,Never-married,Unmarried,<=50K
Female,White,54,50s,HS-grad,Private,Machine-op-inspct,Married,Wife,>50K
Male,Asian-Pac-Islander,56,50s,Prof-school,Local-gov,Adm-clerical,Married,Husband,>50K
Female,White,69,60s,Some-college,Private,Adm-clerical,Widowed,Not-in-family,<=50K
Male,White,30,30s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,36,30s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,White,42,40s,<HS,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,45,40s,Bachelors,Federal-gov,Prof-specialty,Married,Husband,>50K
Female,White,26,20s,<HS,Private,Adm-clerical,Divorced,Own-child,<=50K
Male,Black,28,20s,Bachelors,Local-gov,Protective-serv,Married,Husband,>50K
Male,White,31,30s,Masters,Private,Sales,Married,Husband,>50K
Male,White,32,30s,<HS,Private,Farming-fishing,Separated,Other-relative,<=50K
